Trait	PC	Delta	Var.Delta	z	P	First_Author	Trait_ID_2.0	Trait_long	Trait_class	Collection	Population	FDR.PC	stars	Label
ALAAT_SinnottArmstrong_33462484_1	PC2	-0.00453765832017535	7.55795982166277e-07	-5.21950720633797	1.79399834930694e-07	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	7.73050197792263e-06	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC3	0.000354886182789454	8.09718738531028e-07	0.394386459485795	0.69329573915737	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.998569723639387	""	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC4	0.00147997891051466	7.9100828814184e-07	1.66404478255365	0.0961034803898086	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.690197722799534	""	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC5	0.00146310302634333	7.01550199464811e-07	1.74680944868959	0.0806703970521907	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.649891599546757	""	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC6	0.00157436541984449	6.42943914788063e-07	1.96344616045187	0.049594354619833	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.358163950421761	""	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC7	0.00614877656869659	7.03233492705087e-07	7.33227827308619	2.26272641731802e-13	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	1.78755386968124e-11	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC8	0.00466280080970103	7.21188809030763e-07	5.49063246606682	4.00496983530388e-08	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	7.59342280773616e-07	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC9	0.00279874538357215	5.96738307794635e-07	3.62302583607729	0.000291176725678713	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.00985841199797928	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC10	0.00691181681818716	7.50042664883286e-07	7.98085160296628	1.45327102652798e-15	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	8.61063083217828e-14	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC11	0.00105149806199911	7.55533005021069e-07	1.2097113519273	0.226389672358713	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.966745087369639	""	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC12	-0.00196166826898949	6.50117412104873e-07	-2.43293030590828	0.0149771834105207	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.295799372357784	""	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC13	0.0050762844738187	6.26412264335736e-07	6.41380609251578	1.41930716044336e-10	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	9.61073705785932e-09	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALAAT_SinnottArmstrong_33462484_1	PC14	0.00324876129726384	7.0193828317928e-07	3.87764760208677	0.000105471339671057	SinnottArmstrong	ALAAT	Alanine aminotransferase	BMK	UKBB	Trans-ethnic	0.00255493390356112	●	Alanine aminotransferase (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC1	-9.0231040328197e-05	7.73702952824096e-07	-0.102581450920696	0.918295165185382	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.99983186064212	""	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC2	0.000424810074954679	8.25607382423344e-07	0.467528429098704	0.64012185722051	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.998957244616927	""	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC3	-0.00287050632973577	8.82495963105979e-07	-3.05563970876207	0.0022458094617588	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.0506911278511272	""	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC4	0.00592043795691201	8.68307790226449e-07	6.35355780615911	2.10391072870761e-10	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	2.49313421351852e-08	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC5	0.00760854824873418	7.74517790731722e-07	8.64542007111134	5.36077133168181e-18	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	5.08201122243436e-16	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC6	0.00407425494758201	7.04743557908375e-07	4.8532497883926	1.21454553099508e-06	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.000115138916338334	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC7	0.00238371128402997	7.66381695027804e-07	2.72289623108852	0.00647123805408387	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.133363775549381	""	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC8	1.28433743077326e-05	8.04146553695307e-07	0.0143222594676345	0.98857288096496	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.998712096567985	""	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC9	-0.00310367335032957	6.55929204203483e-07	-3.83219432465922	0.000127005354647754	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.00463081062331041	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC10	-0.00504891316166067	8.21876249091827e-07	-5.56922400031953	2.55876357882029e-08	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	7.58033710225511e-07	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC11	0.000415348198890371	8.29615027724398e-07	0.456009642814647	0.648383044113911	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.999980033684787	""	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC12	-0.00313492693589178	7.13238043958246e-07	-3.71201885274074	0.000205612667999577	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.0243651011579499	○	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC13	0.00623092399812159	6.84157799269692e-07	7.53311006474136	4.95458139325387e-14	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	4.69694316080467e-12	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALB_SinnottArmstrong_33462484_1	PC14	0.0035080704335256	7.67493467387748e-07	4.00434013974938	6.21908291401538e-05	SinnottArmstrong	ALB	Albumin	BMK	UKBB	Trans-ethnic	0.00196523020082886	●	Albumin (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC1	-0.0014828255831623	7.07592526325402e-07	-1.7627813687437	0.0779373709190117	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.639463185656412	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC2	0.00948065444263285	7.54735268657073e-07	10.9129205882083	9.99913310871027e-28	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	2.36979454676433e-25	●	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC3	0.00136222214693786	8.09643585762649e-07	1.5139132741373	0.130047836982077	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.773198723924975	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC4	0.00190868936513277	7.90321072372469e-07	2.1470070615749	0.0317927194365848	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.396572342445821	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC5	0.00289127403723313	7.00668510261605e-07	3.4540844896661	0.000552164358688462	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.0153956415304901	○	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC6	0.00245168198035762	6.422352004784e-07	3.05926488930955	0.00221880869375001	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.0478052418562502	○	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC7	0.00157628849206733	7.03211823015976e-07	1.87971766584233	0.0601465666483367	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.548259088294454	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC8	0.0141985160276389	7.20011300737455e-07	16.7329802944133	7.53706552333372e-63	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	1.19085635268673e-60	●	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC9	-0.00072164737285091	5.96606143982043e-07	-0.934288867738163	0.350154905158346	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.8735443423424	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC10	0.000912165513015075	7.48040166611131e-07	1.05465687818582	0.291582280297603	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.849350095266389	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC11	-0.0024938827945183	7.55501595718699e-07	-2.86918364121845	0.00411532785437769	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.119013455725653	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC12	0.00113632287103739	6.49991072680257e-07	1.40944473609618	0.158703703761996	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.803370137030703	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC13	0.00246778580929231	6.25958788338288e-07	3.11913801624542	0.00181380978023383	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.0383533700637267	○	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALCPHOS_SinnottArmstrong_33462484_1	PC14	-0.00016098573921047	7.01447978248622e-07	-0.192216060562095	0.84757296596313	SinnottArmstrong	ALCPHOS	Alkaline phosphatase	BMK	UKBB	Trans-ethnic	0.999467574299287	""	Alkaline phosphatase (Trans-ethnic) / SinnottArmstrong
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC1	-0.004654689735973	2.50612139638922e-05	-0.929800307913419	0.352474486884253	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.758296463675312	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC2	0.0147207140295886	2.76249083548766e-05	2.80077649502852	0.00509798139802332	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.050724914910332	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC3	0.00637144355808577	2.99133764910596e-05	1.16494419527061	0.244041582385253	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.99580157163396	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC4	0.00360344695544522	2.97106100994009e-05	0.661092679958572	0.508552879368553	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.979137883214786	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC5	-0.0568116706661262	2.56228376821651e-05	-11.2233872526993	3.13045652751082e-29	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	6.92178721082948e-28	●	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC6	0.000621852144498237	2.37908069199451e-05	0.12749188730282	0.898551093781276	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.97658021005428	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC7	-0.000712695436773097	2.57952149273036e-05	-0.14032479056947	0.88840337806716	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.992538782639861	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC8	0.0270706695387801	2.69011668600969e-05	5.21931415455382	1.79586918195687e-07	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	3.10763449747319e-06	●	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC9	0.000423897846405336	2.13383440634808e-05	0.0917657996492442	0.926884117298831	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.981060460304614	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC10	-0.01478386094521	3.13257383645398e-05	-2.64141847313325	0.00825596744172031	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.109045628765604	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC11	-0.00664695444135155	2.88131981920785e-05	-1.23830312475155	0.215603685607154	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.50167678257354	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC12	-0.00575370894407401	2.45166589296511e-05	-1.16202974849642	0.245223381347226	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.880932591371455	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC13	-0.00727375742267368	2.42003041102114e-05	-1.47859216863183	0.13924934703904	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.636638955837168	""	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	PC14	-0.0174865173692004	2.4588779009084e-05	-3.52642654293237	0.000421207992105752	FinnGen	ALLERG_ASTHMA_EXMORE	Allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.0140179691318837	○	Allergic asthma (mode) (more controls excluded) / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC1	-0.00448192626988627	2.50290991055163e-05	-0.895864028766991	0.370325387917292	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	0.76683470448113	""	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC2	0.0150163315134469	2.75896458990647e-05	2.85884615040338	0.00425184940834573	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	0.0483496018434743	○	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC3	0.00651085217245902	2.98716950586996e-05	1.1912636809817	0.233550087004919	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	0.99580157163396	""	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC4	0.00349318349975962	2.96742006176676e-05	0.641256655823494	0.521355945271416	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	0.979137883214786	""	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC5	-0.0569288338256932	2.55878513557349e-05	-11.2542194120565	2.20772090421137e-29	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	5.16866423456544e-28	●	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC6	0.000614934433542554	2.37575106601619e-05	0.126161936310604	0.899603740982731	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	0.97658021005428	""	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC7	-0.00056248981139322	2.57602414333296e-05	-0.110825499090722	0.911754724554081	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	0.992538782639861	""	Allergic asthma / FinnGen
ALLERG_ASTHMA_FinnGen_FinnGenR7_1	PC8	0.0269740872231587	2.68631154236599e-05	5.20437483741086	1.94650762236298e-07	FinnGen	ALLERG_ASTHMA	Allergic asthma (FinnGen)	IMD	FinnGen	European (Finnish)	3.22795847375194e-06	●	Allergic asthma / FinnGen
